purchase_year_month,seller_display_id,revenue,orders,units_sold
2018-01,SELL-001005,329.2,1,1
2018-01,SELL-002185,329.14,1,1
2018-01,SELL-002587,329.0,2,2
2018-01,SELL-000750,326.69,4,4
2018-01,SELL-002698,324.73,2,2
2018-01,SELL-001046,321.47,2,2
2018-01,SELL-000608,318.8,1,2
2018-01,SELL-001503,315.66,2,2
2018-01,SELL-002286,313.66,2,2
2018-01,SELL-002031,312.82,1,2
2018-01,SELL-002468,310.35,3,3
2018-01,SELL-000061,307.93,2,2
2018-01,SELL-001627,307.5,1,1
2018-01,SELL-003050,306.36,4,4
2018-01,SELL-000495,304.72,2,4
2018-01,SELL-002316,304.17,4,4
2018-01,SELL-000011,302.93,2,3
2018-01,SELL-000779,301.31,1,1
2018-01,SELL-000507,293.9,2,2
2018-01,SELL-002194,290.15,3,4
2018-01,SELL-001169,289.45,6,7
2018-01,SELL-000756,289.32,2,2
2018-01,SELL-001257,287.1,3,4
2018-01,SELL-000470,287.08,2,2
2018-01,SELL-002269,285.61,5,6
2018-01,SELL-000664,283.82,3,3
2018-01,SELL-000104,282.45,1,5
2018-01,SELL-002204,282.25,1,1
2018-01,SELL-002041,280.5,3,4
2018-01,SELL-000936,279.5,7,9
2018-01,SELL-000176,279.41,2,3
2018-01,SELL-002896,279.24,5,5
2018-01,SELL-002672,279.21,3,4
2018-01,SELL-001104,278.32,3,3
2018-01,SELL-001851,277.41,2,2
2018-01,SELL-002783,273.22,1,2
2018-01,SELL-000047,272.15,2,2
2018-01,SELL-001024,271.23,1,1
2018-01,SELL-002956,271.23,1,1
2018-01,SELL-001048,267.48,1,4
2018-01,SELL-000698,266.28,2,2
2018-01,SELL-000294,266.18,1,1
2018-01,SELL-000160,266.12,1,2
2018-01,SELL-000195,265.55,1,1
2018-01,SELL-001427,262.09,2,2
2018-01,SELL-000962,261.95,1,1
2018-01,SELL-000427,260.0,2,2
2018-01,SELL-002092,259.44,2,5
2018-01,SELL-003024,257.03,2,2
2018-01,SELL-002012,256.15,2,2
2018-01,SELL-002064,254.35,2,2
2018-01,SELL-001013,253.34,2,2
2018-01,SELL-000049,253.29,3,3
2018-01,SELL-000132,252.0,1,1
2018-01,SELL-000158,251.81,2,2
2018-01,SELL-001615,251.68,3,3
2018-01,SELL-001111,251.44,1,1
2018-01,SELL-000107,251.27,3,3
2018-01,SELL-001355,250.51,3,3
2018-01,SELL-002547,250.43,6,7
2018-01,SELL-000135,249.41,1,1
2018-01,SELL-001717,247.76,1,1
2018-01,SELL-000484,247.38,2,2
2018-01,SELL-003060,246.74,2,2
2018-01,SELL-000944,246.31,1,1
2018-01,SELL-000189,245.54,4,5
2018-01,SELL-002750,245.04,2,2
2018-01,SELL-002380,243.36,3,3
2018-01,SELL-002212,242.43,2,2
2018-01,SELL-002572,239.64,3,4
2018-01,SELL-000867,239.5,1,1
2018-01,SELL-001894,238.78,1,1
2018-01,SELL-000499,238.54,3,3
2018-01,SELL-002190,237.67,1,2
2018-01,SELL-002651,236.64,6,6
2018-01,SELL-001263,236.29,1,1
2018-01,SELL-000403,236.2,1,1
2018-01,SELL-000806,235.84,3,4
2018-01,SELL-000506,235.74,1,1
2018-01,SELL-001786,234.94,2,2
2018-01,SELL-002713,234.9,3,3
2018-01,SELL-000235,234.59,2,3
2018-01,SELL-000548,234.47,4,4
2018-01,SELL-002071,232.95,1,1
2018-01,SELL-001411,230.96,1,1
2018-01,SELL-002216,229.96,2,2
2018-01,SELL-000230,229.69,2,3
2018-01,SELL-001424,229.61,2,2
2018-01,SELL-000761,228.26,2,2
2018-01,SELL-001429,226.71,1,1
2018-01,SELL-001249,225.45,2,5
2018-01,SELL-002016,225.21,2,3
2018-01,SELL-002446,224.95,6,7
2018-01,SELL-003026,223.26,1,1
2018-01,SELL-003039,223.18,3,3
2018-01,SELL-000691,222.84,2,2
2018-01,SELL-001789,220.88,1,1
2018-01,SELL-000940,220.84,1,2
2018-01,SELL-002695,220.75,5,5
2018-01,SELL-000324,219.66,2,2
2018-01,SELL-001793,219.17,1,1
2018-01,SELL-000576,217.13,2,2
2018-01,SELL-000939,216.0,1,4
2018-01,SELL-000768,214.67,3,3
2018-01,SELL-000202,214.2,3,3
2018-01,SELL-000685,214.18,2,2
2018-01,SELL-002164,214.05,1,1
2018-01,SELL-001645,213.64,1,1
2018-01,SELL-001651,213.37,1,1
2018-01,SELL-001999,212.75,2,2
2018-01,SELL-000248,212.72,3,6
2018-01,SELL-001848,212.53,1,2
2018-01,SELL-001715,209.5,1,5
2018-01,SELL-000053,207.02,1,1
2018-01,SELL-001219,206.03,1,1
2018-01,SELL-002620,206.0,1,1
2018-01,SELL-001777,205.08,1,1
2018-01,SELL-001648,203.3,1,2
2018-01,SELL-002862,202.88,1,1
2018-01,SELL-002401,202.27,2,2
2018-01,SELL-002244,201.65,1,1
2018-01,SELL-002816,200.97,2,3
2018-01,SELL-002786,199.46,4,4
2018-01,SELL-000376,198.89,1,1
2018-01,SELL-002748,197.45,2,3
2018-01,SELL-002635,196.01,2,2
2018-01,SELL-000583,195.37,3,3
2018-01,SELL-002736,193.38,2,3
2018-01,SELL-000934,193.21,2,2
2018-01,SELL-000635,192.96,3,3
2018-01,SELL-000589,190.75,3,3
2018-01,SELL-000819,190.61,2,2
2018-01,SELL-000141,189.58,1,2
2018-01,SELL-001832,189.56,2,2
2018-01,SELL-000466,188.45,1,5
2018-01,SELL-001590,187.98,2,2
2018-01,SELL-000007,186.62,1,2
2018-01,SELL-000338,185.94,2,2
2018-01,SELL-001139,185.84,1,1
2018-01,SELL-001064,184.31,1,1
2018-01,SELL-002297,183.92,3,3
2018-01,SELL-001942,180.36,1,2
2018-01,SELL-001790,180.02,2,2
2018-01,SELL-001066,178.27,1,1
2018-01,SELL-000072,178.18,1,1
2018-01,SELL-001706,177.25,2,2
2018-01,SELL-002846,175.45,4,5
2018-01,SELL-002122,173.79,2,3
2018-01,SELL-002251,173.41,1,1
2018-01,SELL-000620,172.01,1,3
2018-01,SELL-002421,171.84,2,2
2018-01,SELL-001242,171.27,1,1
2018-01,SELL-001946,170.28,2,2
2018-01,SELL-000199,170.26,2,2
2018-01,SELL-001855,169.73,2,2
2018-01,SELL-002914,169.61,1,1
2018-01,SELL-002735,168.18,2,2
2018-01,SELL-001876,165.8,1,1
2018-01,SELL-002727,165.8,1,1
2018-01,SELL-001852,165.56,1,2
2018-01,SELL-002864,165.46,2,2
2018-01,SELL-001255,165.38,2,4
2018-01,SELL-001568,164.7,1,1
2018-01,SELL-000547,164.27,1,1
2018-01,SELL-001564,163.93,2,2
2018-01,SELL-002319,163.77,1,1
2018-01,SELL-000988,163.06,1,1
2018-01,SELL-001924,159.86,1,1
2018-01,SELL-000443,158.89,4,4
2018-01,SELL-002115,158.11,1,1
2018-01,SELL-001987,157.31,1,1
2018-01,SELL-000020,156.0,1,1
2018-01,SELL-002850,155.33,1,1
2018-01,SELL-000618,155.03,1,1
2018-01,SELL-000915,154.56,3,3
2018-01,SELL-002233,154.5,2,2
2018-01,SELL-002912,152.99,1,1
2018-01,SELL-001760,151.54,1,2
2018-01,SELL-002136,151.32,1,2
2018-01,SELL-003093,150.87,1,1
2018-01,SELL-002200,149.2,4,5
2018-01,SELL-001120,148.42,2,2
2018-01,SELL-000087,148.32,2,2
2018-01,SELL-002653,148.15,1,1
2018-01,SELL-001007,147.87,3,3
2018-01,SELL-002781,147.59,3,3
2018-01,SELL-000394,147.58,2,2
2018-01,SELL-000482,147.45,1,1
2018-01,SELL-001925,147.18,3,3
2018-01,SELL-001063,145.54,2,2
2018-01,SELL-002179,145.15,1,1
2018-01,SELL-002440,144.5,1,1
2018-01,SELL-001909,144.47,1,1
2018-01,SELL-001164,142.54,1,1
2018-01,SELL-001149,140.99,2,2
2018-01,SELL-001644,140.46,2,2
2018-01,SELL-001140,140.02,1,1
2018-01,SELL-002499,139.34,1,1
2018-01,SELL-002696,138.53,1,1
2018-01,SELL-000400,138.46,2,2
2018-01,SELL-001474,138.29,1,1
2018-01,SELL-002881,138.13,2,2
2018-01,SELL-000423,137.45,1,1
2018-01,SELL-000164,136.96,1,1
2018-01,SELL-000952,136.82,3,3
2018-01,SELL-000054,136.08,1,1
2018-01,SELL-000227,136.02,1,1
2018-01,SELL-002292,135.75,4,5
2018-01,SELL-002211,134.06,1,1
2018-01,SELL-000697,133.84,2,2
2018-01,SELL-001213,133.65,2,2
2018-01,SELL-000511,133.52,2,2
2018-01,SELL-001337,132.36,4,4
2018-01,SELL-002577,131.57,1,1
2018-01,SELL-001134,131.16,1,1
2018-01,SELL-002410,130.03,1,1
2018-01,SELL-000255,130.01,1,1
2018-01,SELL-000004,129.91,3,3
2018-01,SELL-001916,129.6,2,3
2018-01,SELL-001385,128.86,3,3
2018-01,SELL-001304,128.21,1,1
2018-01,SELL-001172,127.2,4,4
2018-01,SELL-001010,127.07,2,2
2018-01,SELL-001533,126.53,1,1
2018-01,SELL-001121,126.52,1,1
2018-01,SELL-001842,126.48,1,1
2018-01,SELL-001227,126.05,2,2
2018-01,SELL-002955,125.74,1,2
2018-01,SELL-000055,125.03,2,3
2018-01,SELL-000703,124.49,3,3
2018-01,SELL-000064,123.6,1,1
2018-01,SELL-001910,123.42,1,6
2018-01,SELL-002557,123.42,1,1
2018-01,SELL-003001,122.92,1,1
2018-01,SELL-002765,121.01,1,1
2018-01,SELL-000916,120.76,1,1
2018-01,SELL-000215,120.34,2,2
2018-01,SELL-000964,120.28,1,4
2018-01,SELL-000052,118.63,1,1
2018-01,SELL-000993,117.38,1,1
2018-01,SELL-001885,117.23,3,3
2018-01,SELL-002561,116.74,2,2
2018-01,SELL-002196,116.58,1,1
2018-01,SELL-000954,113.95,1,1
2018-01,SELL-001185,113.34,1,2
2018-01,SELL-002801,112.98,2,2
2018-01,SELL-002154,112.2,1,1
2018-01,SELL-001926,111.41,1,1
2018-01,SELL-001387,110.7,1,1
2018-01,SELL-001507,109.9,1,1
2018-01,SELL-002199,108.84,2,2
2018-01,SELL-000535,107.17,1,1
2018-01,SELL-002632,107.07,1,1
2018-01,SELL-001686,106.77,1,1
2018-01,SELL-001011,106.55,1,1
2018-01,SELL-002574,106.52,2,2
2018-01,SELL-002215,106.35,1,1
2018-01,SELL-001669,106.29,1,1
2018-01,SELL-001358,105.9,2,2
2018-01,SELL-000845,105.31,1,1
2018-01,SELL-000888,105.28,1,1
2018-01,SELL-000098,104.64,1,1
2018-01,SELL-002542,103.9,1,1
2018-01,SELL-000605,103.37,1,1
2018-01,SELL-002089,103.37,1,1
2018-01,SELL-002226,103.05,1,1
2018-01,SELL-000240,102.0,2,2
2018-01,SELL-002684,102.0,1,2
2018-01,SELL-000032,101.73,1,1
2018-01,SELL-001895,101.06,2,2
2018-01,SELL-002455,100.93,1,1
2018-01,SELL-001435,100.77,1,1
2018-01,SELL-000113,99.51,3,3
2018-01,SELL-001529,99.05,2,2
2018-01,SELL-000522,98.8,2,2
2018-01,SELL-000197,98.43,1,1
2018-01,SELL-000611,98.33,1,1
2018-01,SELL-000840,97.95,2,2
2018-01,SELL-000083,97.81,1,1
2018-01,SELL-000451,97.78,1,1
2018-01,SELL-000789,97.0,1,2
2018-01,SELL-001450,96.58,2,2
2018-01,SELL-000392,96.0,2,3
2018-01,SELL-000134,95.98,1,1
2018-01,SELL-001863,95.19,3,3
2018-01,SELL-001619,94.94,1,1
2018-01,SELL-000754,94.3,1,1
2018-01,SELL-002932,93.3,1,1
2018-01,SELL-001447,91.6,2,2
2018-01,SELL-001606,90.69,2,2
2018-01,SELL-000178,90.66,1,1
2018-01,SELL-000580,90.38,1,1
2018-01,SELL-003013,89.46,1,2
2018-01,SELL-001274,89.34,2,2
2018-01,SELL-001985,87.87,1,1
2018-01,SELL-000772,87.01,2,2
2018-01,SELL-002381,86.44,1,1
2018-01,SELL-000734,86.43,1,1
2018-01,SELL-002600,86.15,1,1
2018-01,SELL-000563,85.36,2,2
2018-01,SELL-002355,85.14,1,1
2018-01,SELL-003087,85.14,1,1
2018-01,SELL-000912,85.03,1,1
2018-01,SELL-002941,84.84,1,1
2018-01,SELL-001913,84.37,2,2
2018-01,SELL-001078,84.03,3,3
2018-01,SELL-002606,83.97,2,3
2018-01,SELL-000173,83.06,2,2
2018-01,SELL-003084,82.23,1,1
2018-01,SELL-000418,81.89,1,1
2018-01,SELL-000109,80.41,1,1
2018-01,SELL-002060,79.99,2,2
2018-01,SELL-001052,78.99,1,1
2018-01,SELL-001137,78.9,1,1
2018-01,SELL-001768,77.68,1,1
2018-01,SELL-002371,76.89,1,1
2018-01,SELL-001364,76.17,1,1
2018-01,SELL-002176,75.17,1,1
2018-01,SELL-000276,74.47,1,1
2018-01,SELL-002026,73.7,1,1
2018-01,SELL-001480,73.34,1,1
2018-01,SELL-002936,73.34,1,1
2018-01,SELL-000663,73.16,1,1
2018-01,SELL-002273,73.15,1,1
2018-01,SELL-000018,73.14,1,1
2018-01,SELL-002536,72.96,1,1
2018-01,SELL-000652,71.04,1,1
2018-01,SELL-000641,69.38,1,2
2018-01,SELL-000335,68.69,1,2
2018-01,SELL-001981,68.49,1,1
2018-01,SELL-000347,68.02,1,1
2018-01,SELL-002459,67.06,1,1
2018-01,SELL-000417,65.0,1,1
2018-01,SELL-000119,64.97,2,2
2018-01,SELL-003010,64.34,1,1
2018-01,SELL-000774,64.2,2,2
2018-01,SELL-000559,64.1,1,1
2018-01,SELL-002293,61.84,1,1
2018-01,SELL-000781,61.38,1,1
2018-01,SELL-000273,61.12,1,1
2018-01,SELL-001313,60.3,1,1
2018-01,SELL-000928,59.01,1,1
2018-01,SELL-002019,58.56,1,1
2018-01,SELL-001412,57.1,1,1
2018-01,SELL-001775,56.94,1,1
2018-01,SELL-002350,56.78,1,1
2018-01,SELL-002069,56.5,1,1
2018-01,SELL-002412,55.79,1,1
2018-01,SELL-001416,55.5,1,1
2018-01,SELL-000898,55.1,1,1
2018-01,SELL-001194,55.01,1,1
2018-01,SELL-001694,54.6,1,1
2018-01,SELL-000175,54.34,1,1
2018-01,SELL-000091,54.1,1,1
2018-01,SELL-000591,52.77,2,2
2018-01,SELL-001390,52.63,1,1
2018-01,SELL-001459,52.53,1,1
2018-01,SELL-000718,52.01,1,1
2018-01,SELL-002589,50.98,1,1
2018-01,SELL-000791,49.36,2,2
2018-01,SELL-001073,48.44,2,2
2018-01,SELL-002952,47.87,1,1
2018-01,SELL-000131,47.77,1,1
2018-01,SELL-000253,46.85,1,1
2018-01,SELL-002758,46.85,1,1
2018-01,SELL-002121,46.11,1,1
2018-01,SELL-002721,45.78,1,1
2018-01,SELL-000972,45.09,1,1
2018-01,SELL-002725,45.0,1,1
2018-01,SELL-000431,42.85,1,1
2018-01,SELL-001642,42.6,1,1
2018-01,SELL-001399,42.59,1,1
2018-01,SELL-000614,41.5,1,1
2018-01,SELL-000454,41.1,1,1
2018-01,SELL-002248,40.95,1,1
2018-01,SELL-001040,40.69,1,1
2018-01,SELL-001798,39.6,1,1
2018-01,SELL-000348,39.53,1,1
2018-01,SELL-003012,39.17,1,1
2018-01,SELL-001400,38.88,1,1
2018-01,SELL-001822,38.62,1,1
2018-01,SELL-001744,37.78,1,1
2018-01,SELL-001455,37.28,1,1
2018-01,SELL-002972,35.79,1,1
2018-01,SELL-000682,35.09,1,1
2018-01,SELL-002839,35.0,1,1
2018-01,SELL-001656,33.98,1,1
2018-01,SELL-001980,33.3,1,1
2018-01,SELL-001837,33.1,1,1
2018-01,SELL-002346,32.59,1,1
2018-01,SELL-000413,30.48,1,1
2018-01,SELL-000349,29.77,1,1
2018-01,SELL-001626,29.0,1,1
2018-01,SELL-000622,27.69,1,1
2018-01,SELL-001538,27.64,1,1
2018-01,SELL-000729,22.79,1,1
2018-01,SELL-001021,21.68,1,1
2018-01,SELL-001531,18.76,1,1
2018-02,SELL-000858,20565.66,89,89
2018-02,SELL-001536,15007.5,50,88
2018-02,SELL-000882,13756.14,113,116
2018-02,SELL-001955,13188.95,65,68
2018-02,SELL-002690,12511.66,68,75
2018-02,SELL-000369,12258.92,127,180
2018-02,SELL-002644,11935.71,100,111
2018-02,SELL-001506,11877.71,78,81
2018-02,SELL-000011,10739.1,72,99
2018-02,SELL-001825,10606.99,89,107
2018-02,SELL-002155,9744.56,24,25
2018-02,SELL-003025,9583.0,30,30
2018-02,SELL-001670,9478.63,69,94
2018-02,SELL-000990,8864.31,26,27
2018-02,SELL-001199,8720.63,75,85
2018-02,SELL-000402,8599.25,54,59
2018-02,SELL-002424,8503.74,57,62
2018-02,SELL-002995,8012.1,28,28
2018-02,SELL-002482,7693.12,94,97
2018-02,SELL-002959,7489.14,67,80
2018-02,SELL-002872,7390.32,13,13
2018-02,SELL-002361,7335.16,44,45
2018-02,SELL-002512,7226.8,25,26
2018-02,SELL-000048,7193.26,11,11
2018-02,SELL-002764,6920.88,14,19
2018-02,SELL-001541,6847.15,26,26
2018-02,SELL-000148,6795.35,38,51
2018-02,SELL-001154,6765.83,10,10
2018-02,SELL-000924,6586.98,39,42
2018-02,SELL-002837,6474.49,136,144
2018-02,SELL-000330,6459.35,41,45
2018-02,SELL-001748,5967.77,28,54
2018-02,SELL-002803,5963.05,5,5
2018-02,SELL-001236,5893.39,76,79
2018-02,SELL-001639,5832.94,32,34
2018-02,SELL-002490,5596.58,15,15
2018-02,SELL-001215,5559.96,32,39
2018-02,SELL-001709,5547.99,165,183
2018-02,SELL-001591,5502.83,45,47
2018-02,SELL-000948,5310.52,29,31
2018-02,SELL-000193,5286.59,26,44
2018-02,SELL-002819,5245.45,61,72
2018-02,SELL-002809,4837.24,21,22
2018-02,SELL-003065,4719.8,19,20
2018-02,SELL-001556,4591.72,24,26
2018-02,SELL-001392,4570.24,36,36
2018-02,SELL-000285,4483.83,52,60
2018-02,SELL-001386,4433.58,32,34
2018-02,SELL-001388,4396.69,7,7
2018-02,SELL-001092,4354.47,11,11
2018-02,SELL-000026,4190.22,25,25
2018-02,SELL-002971,4047.48,8,8
2018-02,SELL-002982,4016.17,5,5
2018-02,SELL-002313,4014.25,26,26
2018-02,SELL-000278,3994.34,10,10
2018-02,SELL-000732,3930.07,38,38
2018-02,SELL-000143,3867.19,14,18
2018-02,SELL-000010,3793.31,17,20
2018-02,SELL-000883,3736.4,2,2
2018-02,SELL-003086,3674.82,2,2
2018-02,SELL-001553,3608.25,12,12
2018-02,SELL-000844,3584.94,8,8
2018-02,SELL-001561,3418.78,10,10
2018-02,SELL-001468,3414.72,21,24
2018-02,SELL-002152,3402.66,8,9
2018-02,SELL-001025,3396.89,43,45
2018-02,SELL-002158,3358.24,1,2
2018-02,SELL-001415,3330.88,6,6
2018-02,SELL-001597,3218.89,15,15
2018-02,SELL-002888,3215.7,23,25
2018-02,SELL-001681,3184.51,43,73
2018-02,SELL-000112,3180.98,3,5
2018-02,SELL-000293,3152.68,39,47
2018-02,SELL-000669,3151.25,33,37
2018-02,SELL-000497,3063.36,7,11
2018-02,SELL-000909,2972.77,30,46
2018-02,SELL-001602,2910.5,7,7
2018-02,SELL-000167,2909.98,21,23
2018-02,SELL-001757,2909.09,18,21
2018-02,SELL-001398,2864.91,18,18
2018-02,SELL-001862,2848.87,3,3
2018-02,SELL-001284,2838.56,17,19
2018-02,SELL-000373,2837.9,13,14
2018-02,SELL-002366,2813.96,13,14
2018-02,SELL-000214,2809.17,62,65
2018-02,SELL-001375,2805.06,18,19
2018-02,SELL-001254,2797.18,22,24
2018-02,SELL-000555,2710.35,5,5
2018-02,SELL-001053,2704.9,60,62
2018-02,SELL-001997,2657.63,12,13
2018-02,SELL-002393,2645.69,2,2
2018-02,SELL-001498,2545.54,20,20
2018-02,SELL-002255,2528.45,4,4
2018-02,SELL-002515,2443.56,8,8
2018-02,SELL-000433,2440.24,15,16
2018-02,SELL-001636,2403.47,9,9
2018-02,SELL-002823,2338.42,15,15
2018-02,SELL-002916,2324.64,5,5
2018-02,SELL-001181,2312.47,9,14
2018-02,SELL-001772,2301.03,5,5
2018-02,SELL-000101,2290.14,10,12
2018-02,SELL-003094,2254.27,10,10
2018-02,SELL-001703,2246.4,7,7
2018-02,SELL-000698,2220.9,11,16
2018-02,SELL-002794,2206.9,2,3
2018-02,SELL-001513,2181.07,7,8
2018-02,SELL-000442,2169.76,6,10
2018-02,SELL-001939,2094.44,23,26
2018-02,SELL-002618,2091.63,26,27
2018-02,SELL-000307,2083.2,14,15
2018-02,SELL-000503,2054.7,13,13
2018-02,SELL-002510,2045.07,11,12
2018-02,SELL-000133,2020.82,11,13
2018-02,SELL-002884,1997.83,6,6
2018-02,SELL-002097,1981.22,1,1
2018-02,SELL-002933,1916.11,38,40
2018-02,SELL-000070,1866.28,19,21
2018-02,SELL-002399,1853.36,7,7
2018-02,SELL-002768,1835.17,12,12
2018-02,SELL-000775,1821.87,1,1
2018-02,SELL-002157,1819.74,7,10
2018-02,SELL-000073,1817.54,1,1
2018-02,SELL-001641,1803.63,36,37
2018-02,SELL-002345,1803.24,1,4
2018-02,SELL-002925,1795.75,2,2
2018-02,SELL-002286,1786.21,3,3
2018-02,SELL-002478,1785.65,22,26
2018-02,SELL-002131,1782.49,6,11
2018-02,SELL-000085,1778.74,8,8
2018-02,SELL-002991,1772.97,9,9
2018-02,SELL-001998,1728.74,17,17
2018-02,SELL-000367,1725.64,1,1
2018-02,SELL-001954,1693.31,1,1
2018-02,SELL-002018,1678.18,6,6
2018-02,SELL-001543,1642.84,8,16
2018-02,SELL-001927,1641.39,6,7
2018-02,SELL-002098,1641.22,10,11
2018-02,SELL-000247,1637.37,9,10
2018-02,SELL-000363,1623.01,10,12
2018-02,SELL-000475,1600.35,14,17
2018-02,SELL-001433,1597.36,4,4
2018-02,SELL-002780,1575.55,18,20
2018-02,SELL-001017,1560.47,11,15
2018-02,SELL-001122,1551.61,5,5
2018-02,SELL-000079,1543.49,10,12
2018-02,SELL-000553,1519.06,12,12
2018-02,SELL-000061,1515.13,3,3
2018-02,SELL-002565,1494.2,3,3
2018-02,SELL-001255,1478.64,16,17
2018-02,SELL-002147,1474.18,11,12
2018-02,SELL-002278,1464.47,13,13
2018-02,SELL-002075,1454.66,4,4
2018-02,SELL-000609,1452.12,10,14
2018-02,SELL-001654,1431.67,10,16
2018-02,SELL-000258,1427.1,34,34
2018-02,SELL-001176,1426.3,9,10
2018-02,SELL-002522,1423.52,1,1
2018-02,SELL-002549,1420.28,21,26
2018-02,SELL-002403,1411.88,7,7
2018-02,SELL-001097,1402.53,8,8
2018-02,SELL-000169,1398.47,12,12
2018-02,SELL-002028,1394.77,1,1
2018-02,SELL-000326,1385.4,22,26
2018-02,SELL-001462,1383.46,5,8
2018-02,SELL-000508,1383.16,2,3
2018-02,SELL-000696,1381.95,6,6
2018-02,SELL-001336,1380.45,6,8
2018-02,SELL-001993,1379.93,12,12
2018-02,SELL-001034,1372.29,14,14
2018-02,SELL-000017,1369.63,1,1
2018-02,SELL-002592,1368.65,5,5
2018-02,SELL-000107,1344.77,7,12
2018-02,SELL-000022,1342.73,5,5
2018-02,SELL-001649,1339.49,17,17
2018-02,SELL-001613,1338.67,2,2
2018-02,SELL-000074,1320.57,3,3
2018-02,SELL-000812,1317.0,16,16
2018-02,SELL-000852,1314.11,19,20
2018-02,SELL-001141,1313.93,11,12
2018-02,SELL-001749,1313.72,9,9
2018-02,SELL-000581,1308.54,5,5
2018-02,SELL-001526,1291.51,3,3
2018-02,SELL-000549,1278.49,13,15
2018-02,SELL-002936,1277.34,12,13
2018-02,SELL-001413,1272.29,7,7
2018-02,SELL-002171,1266.23,10,16
2018-02,SELL-001627,1265.72,5,5
2018-02,SELL-002503,1255.46,8,8
2018-02,SELL-002767,1252.25,27,28
2018-02,SELL-002351,1249.14,8,9
2018-02,SELL-000711,1248.38,3,3
2018-02,SELL-001382,1246.68,7,7
2018-02,SELL-000575,1235.6,3,4
2018-02,SELL-000612,1230.44,3,4
2018-02,SELL-002308,1229.73,19,21
2018-02,SELL-002140,1228.05,19,27
2018-02,SELL-000894,1225.02,16,16
2018-02,SELL-002486,1223.57,10,13
2018-02,SELL-001325,1217.38,9,12
2018-02,SELL-002498,1211.97,9,10
2018-02,SELL-001714,1208.07,12,18
2018-02,SELL-002624,1206.98,7,8
2018-02,SELL-002310,1198.55,5,5
2018-02,SELL-001137,1190.97,7,10
2018-02,SELL-002164,1185.17,6,6
2018-02,SELL-001678,1181.41,10,12
2018-02,SELL-002793,1180.5,7,20
2018-02,SELL-002859,1172.81,4,4
2018-02,SELL-000082,1170.53,11,12
2018-02,SELL-002256,1169.1,6,6
2018-02,SELL-002156,1158.78,3,3
2018-02,SELL-000152,1155.63,12,12
2018-02,SELL-001719,1149.13,17,17
2018-02,SELL-001227,1141.26,8,12
2018-02,SELL-000319,1140.56,3,3
2018-02,SELL-002688,1128.31,8,8
2018-02,SELL-000849,1125.9,5,5
2018-02,SELL-000388,1122.89,8,8
2018-02,SELL-002111,1110.89,2,3
2018-02,SELL-002146,1096.93,3,3
2018-02,SELL-002452,1092.5,4,14
2018-02,SELL-001807,1087.42,5,5
2018-02,SELL-000164,1086.89,2,7
2018-02,SELL-001463,1083.9,5,6
2018-02,SELL-001296,1073.4,19,20
2018-02,SELL-001261,1066.92,12,13
2018-02,SELL-000350,1057.81,8,8
2018-02,SELL-000256,1057.2,1,1
2018-02,SELL-003027,1056.24,21,21
2018-02,SELL-002589,1047.65,2,3
2018-02,SELL-001293,1040.1,2,3
2018-02,SELL-002219,1039.4,3,3
2018-02,SELL-001716,1038.57,5,6
2018-02,SELL-002621,1038.32,10,10
2018-02,SELL-000208,1037.83,13,18
2018-02,SELL-001366,1037.09,17,19
2018-02,SELL-000821,1034.23,6,6
2018-02,SELL-000713,1027.83,21,24
2018-02,SELL-000528,1008.92,17,24
2018-02,SELL-002431,997.96,5,5
2018-02,SELL-000125,995.58,2,2
2018-02,SELL-001563,985.41,6,6
2018-02,SELL-000180,984.11,7,8
2018-02,SELL-001592,983.03,5,6
2018-02,SELL-002914,981.97,3,8
2018-02,SELL-003066,980.34,2,2
2018-02,SELL-000506,978.97,1,1
2018-02,SELL-002527,975.31,6,6
2018-02,SELL-000802,975.24,5,5
2018-02,SELL-001605,971.78,4,4
2018-02,SELL-001402,970.39,4,4
2018-02,SELL-001736,968.47,18,18
2018-02,SELL-000353,968.23,18,26
2018-02,SELL-000463,959.36,4,4
2018-02,SELL-002274,957.77,5,6
2018-02,SELL-000709,955.69,6,7
2018-02,SELL-001374,951.71,6,12
2018-02,SELL-002775,947.64,2,2
2018-02,SELL-000760,942.12,9,9
2018-02,SELL-001143,940.42,10,10
2018-02,SELL-001841,937.89,12,12
2018-02,SELL-000700,926.19,6,6
2018-02,SELL-000963,922.1,4,5
2018-02,SELL-001847,913.92,7,7
2018-02,SELL-000589,912.9,10,10
2018-02,SELL-001365,910.33,6,6
2018-02,SELL-001456,906.77,7,9
2018-02,SELL-002138,902.33,10,13
2018-02,SELL-001707,895.74,10,12
2018-02,SELL-000025,894.4,7,7
2018-02,SELL-001657,881.87,8,9
2018-02,SELL-001054,878.49,18,19
2018-02,SELL-000502,878.26,10,11
2018-02,SELL-000440,872.75,12,12
2018-02,SELL-000657,871.37,6,6
2018-02,SELL-000726,870.43,4,7
2018-02,SELL-000270,869.32,3,3
2018-02,SELL-002657,861.97,9,10
2018-02,SELL-001586,859.36,4,4
2018-02,SELL-001271,857.95,5,6
2018-02,SELL-001691,853.72,10,11
2018-02,SELL-001833,852.58,9,9
2018-02,SELL-000188,852.03,9,10
2018-02,SELL-000629,849.99,2,2
2018-02,SELL-002567,849.65,10,10
2018-02,SELL-002064,849.13,7,7
2018-02,SELL-001427,843.93,2,3
2018-02,SELL-000471,841.43,5,12
